"2026-02-23T15:29:43.8929948+01:00","src/components/Button.tsx","Get-Content/rg","read-audit-counter"
"2026-02-23T15:29:43.8929948+01:00","src/styles/common.ts","Get-Content/rg","read-audit-counter"
"2026-02-23T15:29:43.8929948+01:00","src/theme/ThemeContext.tsx","Get-Content/rg","read-audit-counter"
"2026-02-23T15:29:43.8929948+01:00","src/screens/RegisterScreen.tsx","Get-Content/rg","read-audit-counter"
"2026-02-23T15:29:43.8929948+01:00","src/navigation/AppNavigator.tsx","Get-Content/rg","read-audit-counter"
"2026-02-23T15:29:43.8929948+01:00","src/context/AuthContext.tsx","Get-Content/rg","read-audit-counter"
"2026-02-23T15:29:43.8929948+01:00","src/screens/LoginScreen.tsx","Get-Content/rg","read-audit-counter"
"2026-02-23T15:29:43.8929948+01:00","App.tsx","Get-Content/rg","read-audit-counter"
"2026-02-23T15:29:43.8929948+01:00","index.js","Get-Content/rg","read-audit-counter"
"2026-02-23T15:29:43.8929948+01:00","android/app/src/main/AndroidManifest.xml","Get-Content/rg","read-audit-counter"
"2026-02-23T15:29:43.8929948+01:00","android/app/src/main/java/com/homimatchapp/MainActivity.kt","Get-Content/rg","read-audit-counter"
"2026-02-23T15:29:43.8929948+01:00","ios/HomiMatchApp/AppDelegate.swift","Get-Content/rg","read-audit-counter"
"2026-02-23T15:29:43.8929948+01:00","ios/HomiMatchApp/Info.plist","Get-Content/rg","read-audit-counter"
"2026-02-23T15:29:43.8929948+01:00","src/services/authService.ts","Get-Content/rg","read-audit-counter"
"2026-02-23T15:29:43.8929948+01:00","src/styles/screens/LoginScreen.styles.ts","Get-Content/rg","read-audit-counter"
"2026-02-23T15:57:22.1534773+01:00","src/screens/LoginScreen.tsx","Get-Content","read-audit-counter"
"2026-02-23T16:00:45.5601013+01:00","src/screens/LoginScreen.tsx","Get-Content","read-audit-counter"
"2026-02-23T16:00:45.5601013+01:00","src/navigation/AppNavigator.tsx","Get-Content","read-audit-counter"
"2026-02-23T16:00:45.5601013+01:00","src/screens/ForgotPasswordScreen.tsx","Get-Content","read-audit-counter"
"2026-02-23T16:00:45.5601013+01:00","src/screens/ResetPasswordScreen.tsx","Get-Content","read-audit-counter"
"2026-02-23T16:00:45.5601013+01:00","src/services/authService.ts","Get-Content","read-audit-counter"
"2026-02-23T16:00:45.5601013+01:00","android/app/src/main/AndroidManifest.xml","Get-Content","read-audit-counter"
"2026-02-23T16:00:45.5601013+01:00","ios/HomiMatchApp/AppDelegate.swift","Get-Content","read-audit-counter"
"2026-02-23T16:00:45.5601013+01:00","ios/HomiMatchApp/Info.plist","Get-Content","read-audit-counter"
"2026-02-23T16:00:45.5601013+01:00","src/styles/screens/LoginScreen.styles.ts","Get-Content","read-audit-counter"
"2026-02-23T16:00:45.5601013+01:00","src/styles/screens/ForgotPasswordScreen.styles.ts","Get-Content","read-audit-counter"
"2026-02-23T16:00:45.5601013+01:00","src/styles/screens/ResetPasswordScreen.styles.ts","Get-Content","read-audit-counter"
"2026-02-23T18:34:15.3280302+01:00","android/app/src/main/AndroidManifest.xml","Get-Content","read-audit-counter"
"2026-02-23T18:34:15.3280302+01:00","src/navigation/AppNavigator.tsx","Get-Content","read-audit-counter"
"2026-02-23T18:34:15.3280302+01:00","src/services/authService.ts","Get-Content","read-audit-counter"
"2026-02-23T18:34:15.3280302+01:00","src/screens/ResetPasswordScreen.tsx","Get-Content","read-audit-counter"
"2026-02-23T18:34:15.3280302+01:00","android/app/src/main/java/com/homimatchapp/MainActivity.kt","Get-Content","read-audit-counter"
"2026-02-23T18:34:15.3280302+01:00","src/context/AuthContext.tsx","Get-Content","read-audit-counter"
"2026-02-23T18:34:15.3280302+01:00","C:/Users/peorr/.codex/skills/read-audit-counter/SKILL.md","Get-Content","read-audit-counter"
"2026-02-23T18:34:23.3937257+01:00","android/app/build.gradle","rg","read-audit-counter"
"2026-02-23T18:34:23.3937257+01:00","android/app/src/main/AndroidManifest.xml","rg","read-audit-counter"
"2026-02-23T18:34:23.3937257+01:00","android/app/src/main/java/com/homimatchapp/MainApplication.kt","rg","read-audit-counter"
"2026-02-23T18:34:23.3937257+01:00","android/app/src/main/java/com/homimatchapp/MainActivity.kt","rg","read-audit-counter"
"2026-02-23T18:34:23.3937257+01:00","ios/HomiMatchApp/Info.plist","rg","read-audit-counter"
"2026-02-23T18:34:23.3937257+01:00","ios/HomiMatchApp/AppDelegate.swift","rg","read-audit-counter"
"2026-02-23T18:34:23.3937257+01:00","src/screens/ResetPasswordScreen.tsx","rg","read-audit-counter"
"2026-02-23T18:34:23.3937257+01:00","src/navigation/AppNavigator.tsx","rg","read-audit-counter"
"2026-02-23T18:34:23.3937257+01:00","src/services/authService.ts","rg","read-audit-counter"
"2026-02-23T18:34:23.3937257+01:00","src/context/AuthContext.tsx","rg","read-audit-counter"
"2026-02-23T18:34:23.3937257+01:00","src/screens/LoginScreen.tsx","rg","read-audit-counter"
"2026-02-23T18:34:23.3937257+01:00","src/screens/RegisterScreen.tsx","rg","read-audit-counter"
